"Orgão","Orgão Supervisor","Data","Nº do Empenho","Código Favorecido","Nome Favorecido","Valor Original (R$)","Valor Anulado (R$)","Valor Reforçado (R$)"
"SEFAZ","","02/01/2023","47","06030018000112","CRIATIVA SERVICE LTDA EPP","85,00","0,00","0,00"
"SEFAZ","","02/01/2023","44","06030018000112","CRIATIVA SERVICE LTDA EPP","2.275,00","0,00","0,00"
"SEFAZ","","02/01/2023","126","61550141000172","LIBERTY SEGUROS S/A","920,49","0,00","0,00"
"SEFAZ","","02/01/2023","46","06030018000112","CRIATIVA SERVICE LTDA EPP","3.410,00","0,00","0,00"
"SEFAZ","","02/01/2023","45","06030018000112","CRIATIVA SERVICE LTDA EPP","82,00","0,00","0,00"
"SEFAZ","","02/01/2023","119","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","42.500,00","0,00","0,00"
"SEFAZ","","02/01/2023","133","40697451000144","J FERREIRA GRAFICA E COMERCIO LTDA","1.996,80","0,00","0,00"
"SEFAZ","","02/01/2023","91","00404419000109","CONCEITO COMUNICACAO INTEGRADA LTDA - EPP","2.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","90","00404419000109","CONCEITO COMUNICACAO INTEGRADA LTDA - EPP","1.500,00","0,00","0,00"
"SEFAZ","","02/01/2023","57","04214147000135","LOC CONSTRUCOES E EMPREENDIMENTOS LTDA","3.765,00","0,00","0,00"
"SEFAZ","","02/01/2023","66","19294908000183","R. S. DE ALMEIDA MANUTENCAO - ME","10.994,96","0,00","0,00"
"SEFAZ","","02/01/2023","92","34001487000220","OBJECTIVA COMUNICACAO LTDA","1.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","124","87958674000181","RIO GRANDE DO SUL SECRETARIA DA FAZENDA","161.808,00","0,00","0,00"
"SEFAZ","","02/01/2023","53","XXX045185XX","JOSE WILSON DE LIMA CUNHA","5.205,00","0,00","0,00"
"SEFAZ","","02/01/2023","98","00394460009289","DELEGACIA DA REC.FEDERAL DO BRASIL EM ARACAJU","2.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","30","02038232000164","BANCO COOPERATIVO DO BRASIL S/A","400,00","0,00","0,00"
"SEFAZ","","02/01/2023","29","02038232000164","BANCO COOPERATIVO DO BRASIL S/A","500,00","0,00","0,00"
"SEFAZ","","02/01/2023","88","27595780000116","CS BRASIL FROTAS S A","6.272,04","0,00","0,00"
"SEFAZ","","02/01/2023","99","00394460009289","DELEGACIA DA REC.FEDERAL DO BRASIL EM ARACAJU","4.490.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","97","00394460009289","DELEGACIA DA REC.FEDERAL DO BRASIL EM ARACAJU","5.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","42","13018171000190","COMPANHIA DE SANEAMENTO DE SERGIPE DESO","25.600,00","0,00","0,00"
"SEFAZ","","02/01/2023","48","27595780000116","CS BRASIL FROTAS S A","34.496,22","0,00","0,00"
"SEFAZ","","02/01/2023","123","27595780000116","CS BRASIL FROTAS S A","3.971,76","0,00","0,00"
"SEFAZ","","02/01/2023","111","29979036041688","INSTITUTO NACIONAL DE SEGURO SOCIAL","10.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","76","29979036041688","INSTITUTO NACIONAL DE SEGURO SOCIAL","350.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","106","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","425.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","105","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","220.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","103","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","89.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","118","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","2.800,00","0,00","0,00"
"SEFAZ","","02/01/2023","117","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","14.300,00","0,00","0,00"
"SEFAZ","","02/01/2023","63","76535764000143","OI S.A. - EM RECUPERACAO JUDICIAL","4.630,00","0,00","0,00"
"SEFAZ","","02/01/2023","65","76535764000143","OI S.A. - EM RECUPERACAO JUDICIAL","13.550,00","0,00","0,00"
"SEFAZ","","02/01/2023","64","76535764000143","OI S.A. - EM RECUPERACAO JUDICIAL","70,00","0,00","0,00"
"SEFAZ","","02/01/2023","100","76535764000143","OI S.A. - EM RECUPERACAO JUDICIAL","10,10","0,00","0,00"
"SEFAZ","","02/01/2023","87","04211300000170","MOEMA MARY FONSECA DANTAS EFREM DE LIMA - ME","3.960,00","0,00","0,00"
"SEFAZ","","02/01/2023","77","00360305000104","CAIXA ECONOMICA FEDERAL","0,00","6.000.000,00","0,00"
"SEFAZ","","02/01/2023","55","00299160000183","LUIZ MELO & CIA LTDA","5.450,00","0,00","0,00"
"SEFAZ","","02/01/2023","102","02544972000172","NILTEK SERVICOS EIRELI -EPP","146.791,56","0,00","0,00"
"SEFAZ","","02/01/2023","101","02544972000172","NILTEK SERVICOS EIRELI -EPP","206.744,30","0,00","0,00"
"SEFAZ","","02/01/2023","61","02544972000172","NILTEK SERVICOS EIRELI -EPP","545.620,00","0,00","0,00"
"SEFAZ","","02/01/2023","109","PF08888888","PESSOA FISICA RELACIONADA EM LISTA","20.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","79","02421421000111","TIM S.A.","1.340,00","0,00","0,00"
"SEFAZ","","02/01/2023","54","05452332000120","LABIS & PHAIM LTDA","3.800,00","0,00","0,00"
"SEFAZ","","02/01/2023","28","60746948000112","BANCO BRADESCO S.A","14.500,00","0,00","0,00"
"SEFAZ","","02/01/2023","37","90400888000142","BANCO SANTANDER (BRASIL) S.A.","1.810,00","0,00","0,00"
"SEFAZ","","02/01/2023","38","90400888000142","BANCO SANTANDER (BRASIL) S.A.","900,00","0,00","0,00"
"SEFAZ","","02/01/2023","155","00360305000104","CAIXA ECONOMICA FEDERAL","2.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","154","00360305000104","CAIXA ECONOMICA FEDERAL","1.200.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","146","00360305000104","CAIXA ECONOMICA FEDERAL","1.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","151","00360305000104","CAIXA ECONOMICA FEDERAL","14.300.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","147","00360305000104","CAIXA ECONOMICA FEDERAL","500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","19","00360305000104","CAIXA ECONOMICA FEDERAL","700.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","71","00360305000104","CAIXA ECONOMICA FEDERAL","20.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","24","00360305000104","CAIXA ECONOMICA FEDERAL","380.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","5","00360305000104","CAIXA ECONOMICA FEDERAL","2.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","10","00360305000104","CAIXA ECONOMICA FEDERAL","750.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","12","00360305000104","CAIXA ECONOMICA FEDERAL","1.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","15","00360305000104","CAIXA ECONOMICA FEDERAL","3.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","150","00360305000104","CAIXA ECONOMICA FEDERAL","600.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","156","00360305000104","CAIXA ECONOMICA FEDERAL","2.800.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","145","00360305000104","CAIXA ECONOMICA FEDERAL","5.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","11","00360305000104","CAIXA ECONOMICA FEDERAL","5.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","21","00360305000104","CAIXA ECONOMICA FEDERAL","22.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","13","00360305000104","CAIXA ECONOMICA FEDERAL","1.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","7","00360305000104","CAIXA ECONOMICA FEDERAL","1.250.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","6","00360305000104","CAIXA ECONOMICA FEDERAL","3.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","78","00360305000104","CAIXA ECONOMICA FEDERAL","17.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","9","00360305000104","CAIXA ECONOMICA FEDERAL","1.800.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","8","00360305000104","CAIXA ECONOMICA FEDERAL","1.800.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","84","PF08888888","PESSOA FISICA RELACIONADA EM LISTA","43.200,00","0,00","0,00"
"SEFAZ","","02/01/2023","83","PF08888888","PESSOA FISICA RELACIONADA EM LISTA","2.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","148","PF66666666","DEPOSITOS JUDICIAIS","1.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","140","PF66666666","DEPOSITOS JUDICIAIS","100.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","43","32994278000118","COMSEFAZ-COMITE NAC.DE SEC.DE FAZENDA,FINANCAS,RECEITA OU TRIB DOS EST.E DO DIST.FEDERAL","75.001,00","0,00","0,00"
"SEFAZ","","02/01/2023","128","21720064000137","21.720.064 LEILA ARAUJO ARGOLO","1.314,20","0,00","0,00"
"SEFAZ","","02/01/2023","52","29979036041688","INSTITUTO NACIONAL DE SEGURO SOCIAL","12.300,00","0,00","0,00"
"SEFAZ","","02/01/2023","131","06938508000111","SERGIPE PARQUE TECNOLOGICO SERGIPE TEC","205.200,00","0,00","0,00"
"SEFAZ","","02/01/2023","132","06938508000111","SERGIPE PARQUE TECNOLOGICO SERGIPE TEC","162.654,00","0,00","0,00"
"SEFAZ","","02/01/2023","130","06938508000111","SERGIPE PARQUE TECNOLOGICO SERGIPE TEC","810.240,00","0,00","0,00"
"SEFAZ","","02/01/2023","86","PF88888888","SERVIDORES RELACIONADOS EM LISTA","80.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","85","PF88888888","SERVIDORES RELACIONADOS EM LISTA","25.710,00","0,00","0,00"
"SEFAZ","","02/01/2023","82","PF88888888","SERVIDORES RELACIONADOS EM LISTA","35.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","81","PF88888888","SERVIDORES RELACIONADOS EM LISTA","6.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","80","PF88888888","SERVIDORES RELACIONADOS EM LISTA","20.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","125","10572014000133","SECRETARIA DE ESTADO DA FAZENDA DE PERNAMBUCO","4.365,63","0,00","0,00"
"SEFAZ","","02/01/2023","89","PF22222222","PREMIADOS DO NOTA DA GENTE","15.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","116","13100722000160","TRIBUNAL DE JUSTICA DO ESTADO DA BAHIA","18.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","68","13259692000139","SERVICO AUTONOMO DE AGUA E ESGOTO","105,71","0,00","0,00"
"SEFAZ","","02/01/2023","39","18929415000100","BK TELECOMUNICACOES LTDA","9.432,24","0,00","0,00"
"SEFAZ","","02/01/2023","93","09381167000114","TEASER COMUNICACAO E MARKETING LTDA","2.200,00","0,00","0,00"
"SEFAZ","","02/01/2023","134","36326812000179","RCS COMMERCE E SERVICOS  LTDA ","6.964,80","0,00","0,00"
"SEFAZ","","02/01/2023","62","12408848000133","ORDEPSEG - SEGURANCA EIRELI","68.233,79","0,00","0,00"
"SEFAZ","","02/01/2023","77","00360305000104","CAIXA ECONOMICA FEDERAL","6.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","22","00360305000104","CAIXA ECONOMICA FEDERAL","1.600.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","152","00360305000104","CAIXA ECONOMICA FEDERAL","3.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","149","00360305000104","CAIXA ECONOMICA FEDERAL","150.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","107","00360305000104","CAIXA ECONOMICA FEDERAL","37.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","153","00360305000104","CAIXA ECONOMICA FEDERAL","13.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","23","00360305000104","CAIXA ECONOMICA FEDERAL","1.300.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","72","00360305000104","CAIXA ECONOMICA FEDERAL","22.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","51","13017462000163","ENERGISA SERGIPE  DISTRIBUIDORA DE ENERGIA S.A","65.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","113","08042554000163","INSTITUTO DE PROMOCAO E ASSISTENCIA A SAUDE DOS SERVIDORES DE SERGIPE","380.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","68","13259692000139","SERVICO AUTONOMO DE AGUA E ESGOTO","0,00","0,00","10,00"
"SEFAZ","","02/01/2023","58","00360305000104","CAIXA ECONOMICA FEDERAL","12.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","40","00360305000104","CAIXA ECONOMICA FEDERAL","7.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","26","00360305000104","CAIXA ECONOMICA FEDERAL","700.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","25","00360305000104","CAIXA ECONOMICA FEDERAL","380.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","20","00360305000104","CAIXA ECONOMICA FEDERAL","700.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","18","00360305000104","CAIXA ECONOMICA FEDERAL","4.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","17","00360305000104","CAIXA ECONOMICA FEDERAL","2.800.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","16","00360305000104","CAIXA ECONOMICA FEDERAL","1.200.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","144","00360305000104","CAIXA ECONOMICA FEDERAL","15.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","14","00360305000104","CAIXA ECONOMICA FEDERAL","1.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","35","60701190000104","ITAU UNIBANCO S.A","8.100,00","0,00","0,00"
"SEFAZ","","02/01/2023","36","60701190000104","ITAU UNIBANCO S.A","1.480,00","0,00","0,00"
"SEFAZ","","02/01/2023","34","07237373000120","BANCO DO NORDESTE DO BRASIL S.A","500,00","0,00","0,00"
"SEFAZ","","02/01/2023","33","07237373000120","BANCO DO NORDESTE DO BRASIL S.A","300,00","0,00","0,00"
"SEFAZ","","02/01/2023","135","39977847000166","FF CLIMATIZA LTDA","1.270,00","0,00","0,00"
"SEFAZ","","02/01/2023","139","24933830000130","BB BANCO DE INVESTIMENTO S.A","50.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","108","29979036041688","INSTITUTO NACIONAL DE SEGURO SOCIAL","203.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","69","00604122000197","TRIVALE INSTITUICAO DE PAGAMENTO LTDA","82.250,00","0,00","0,00"
"SEFAZ","","02/01/2023","110","24776712000165","FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO ESTADO DA BAHIA","25.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","137","00394460057763","MINISTERIO DA FAZENDA","64.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","27","04864703000119","AEREOTUR VIAGENS E OPERA  ES TUR STICAS LTDA   EPP","4.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","112","09314825000155","FUNDO FINANCEIRO DE PREVIDENCIA DO ESTADO DE SERGIPE","21.850.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","56","03551401000128","LOCALYNE TRANSPORTE TURISMO LTDA","7.821,20","0,00","0,00"
"SEFAZ","","02/01/2023","67","62173620000180","SERASA S.A.","7.550,00","0,00","0,00"
"SEFAZ","","02/01/2023","74","00000208000100","BRB - BANCO DE BRASILIA S.A.","15.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","70","00000208000100","BRB - BANCO DE BRASILIA S.A.","1.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","73","00000208000100","BRB - BANCO DE BRASILIA S.A.","8.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","2","33657248000189","BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL","4.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","1","33657248000189","BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL","7.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","4","33657248000189","BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL","7.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","3","33657248000189","BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL","5.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","114","09314825000155","FUNDO FINANCEIRO DE PREVIDENCIA DO ESTADO DE SERGIPE","155.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","59","16670085000155","LOCALIZA RENT A CAR S/A","34.060,78","0,00","0,00"
"SEFAZ","","02/01/2023","136","13983169000150","PHD CONSULTORIA TRIBUTARIA LTDA","50.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","115","13099882000136","PREFEITURA MUNICIPAL DE CARIRA","6.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","41","13255658000196","CIA SUL SERGIPANA DE ELETRICIDADE","11.850,00","0,00","0,00"
"SEFAZ","","02/01/2023","127","13136890000105","CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE SERGIPE","266,34","0,00","0,00"
"SEFAZ","","02/01/2023","60","09440071000180","LOCADORA VIVA  LTDA ","30.207,38","0,00","0,00"
"SEFAZ","","02/01/2023","50","34028316003200","EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS","1.850,00","0,00","0,00"
"SEFAZ","","02/01/2023","49","34028316003200","EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS","8.500,00","0,00","0,00"
"SEFAZ","","02/01/2023","143","00000000000191","BANCO DO BRASIL S/A","2.500,00","0,00","0,00"
"SEFAZ","","02/01/2023","120","00000000000191","BANCO DO BRASIL S/A","20.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","75","00000000000191","BANCO DO BRASIL S/A","8.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","142","00000000000191","BANCO DO BRASIL S/A","150.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","121","00000000000191","BANCO DO BRASIL S/A","30.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","122","00000000000191","BANCO DO BRASIL S/A","600.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","96","00000000000191","BANCO DO BRASIL S/A","1.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","138","00000000000191","BANCO DO BRASIL S/A","80.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","32","00000000000191","BANCO DO BRASIL S/A","10.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","31","00000000000191","BANCO DO BRASIL S/A","10.400,00","0,00","0,00"
"SEFAZ","","02/01/2023","95","00000000000191","BANCO DO BRASIL S/A","2.500.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","94","00000000000191","BANCO DO BRASIL S/A","6.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","141","00000000000191","BANCO DO BRASIL S/A","8.000.000,00","0,00","0,00"
"SEFAZ","","02/01/2023","104","PF99999999","PESSOAL RELACIONADO EM FOLHA DE PAGAMENTO","1.850.000,00","0,00","0,00"
